,obs,action
68,"[[[ 1.00000000e+00  1.00000000e+00  6.66666687e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  6.02070130e-02 -6.66666687e-01  5.67520456e-03
   -2.00750305e-10]
  [ 1.00000000e+00  1.57838508e-01 -3.33333343e-01 -2.07631383e-02
    5.89029714e-10]
  [ 1.00000000e+00  4.09836173e-01 -3.33333343e-01 -1.42149925e-02
   -5.12792475e-10]
  [ 1.00000000e+00  4.22672004e-01 -6.66666687e-01  2.66927574e-02
    0.00000000e+00]]]",[4]
69,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  6.2732466e-02 -6.6666669e-01  7.1761897e-03
   -1.1813439e-11]
  [ 1.0000000e+00  1.4971006e-01 -3.3333334e-01 -1.9640660e-02
    4.3494763e-11]
  [ 1.0000000e+00  4.0442327e-01 -3.3333334e-01 -1.2569358e-02
   -3.5798253e-11]
  [ 1.0000000e+00  4.3335384e-01 -6.6666669e-01  2.6678311e-02
    0.0000000e+00]]]",[4]
70,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  6.5791033e-02 -6.6666669e-01  8.2898801e-03
   -6.8689499e-13]
  [ 1.0000000e+00  1.4204033e-01 -3.3333334e-01 -1.8473631e-02
    3.1814551e-12]
  [ 1.0000000e+00  3.9961997e-01 -3.3333334e-01 -1.1224834e-02
   -2.4673596e-12]
  [ 1.0000000e+00  4.4399959e-01 -6.6666669e-01  2.6492717e-02
    0.0000000e+00]]]",[4]
71,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  6.9251090e-02 -6.6666669e-01  9.1495002e-03
   -3.9634962e-14]
  [ 1.0000000e+00  1.3483559e-01 -3.3333334e-01 -1.7328406e-02
    2.3048230e-13]
  [ 1.0000000e+00  3.9530954e-01 -3.3333334e-01 -1.0153676e-02
   -1.6819879e-13]
  [ 1.0000000e+00  4.5455325e-01 -6.6666669e-01  2.6205745e-02
    0.0000000e+00]]]",[4]
72,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.3025577e-02 -6.6666669e-01  9.8381722e-03
   -2.3314684e-15]
  [ 1.0000000e+00  1.2807992e-01 -3.3333334e-01 -1.6245550e-02
    1.6431301e-14]
  [ 1.0000000e+00  3.9138901e-01 -3.3333334e-01 -9.3148891e-03
   -1.1324275e-14]
  [ 1.0000000e+00  4.6498132e-01 -6.6666669e-01  2.5857262e-02
    0.0000000e+00]]]",[4]
73,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.7055179e-02 -6.6666669e-01  1.0407705e-02
   -2.2204460e-16]
  [ 1.0000000e+00  1.2174441e-01 -3.3333334e-01 -1.5246614e-02
    1.3322676e-15]
  [ 1.0000000e+00  3.8777223e-01 -3.3333334e-01 -8.6668925e-03
   -6.6613381e-16]
  [ 1.0000000e+00  4.7526324e-01 -6.6666669e-01  2.5469981e-02
    0.0000000e+00]]]",[4]
74,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.08129791 -0.6666667   0.01089064  0.        ]
  [ 1.          0.11579379 -0.33333334 -0.01434029  0.        ]
  [ 1.          0.38438895 -0.33333334 -0.0081725   0.        ]
  [ 1.          0.48538584 -0.6666667   0.02505687  0.        ]]]",[4]
75,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.08572276 -0.6666667   0.01130774  0.        ]
  [ 1.          0.1101907  -0.33333334 -0.01352721  0.        ]
  [ 1.          0.38118297 -0.33333334 -0.00780024  0.        ]
  [ 1.          0.49534005 -0.6666667   0.02462541  0.        ]]]",[4]
76,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.09030574 -0.6666667   0.01167258  0.        ]
  [ 1.          0.1048984  -0.33333334 -0.01280327  0.        ]
  [ 1.          0.37810975 -0.33333334 -0.00752411  0.        ]
  [ 1.          0.5051193  -0.6666667   0.02418001  0.        ]]]",[4]
77,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.09502751 -0.6666667   0.01199432  0.        ]
  [ 1.          0.09988225 -0.33333334 -0.01216187  0.        ]
  [ 1.          0.3751344  -0.33333334 -0.00732285  0.        ]
  [ 1.          0.5147186  -0.6666667   0.0237234   0.        ]]]",[4]
78,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.0951104  -0.33333334 -0.01159535  0.        ]
  [ 1.          0.09987194 -0.6666667   0.01227937  0.        ]
  [ 1.          0.37222987 -0.33333334 -0.00717905  0.        ]
  [ 1.          0.5241337  -0.6666667   0.0232574   0.        ]]]",[4]
79,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.09055422 -0.33333334 -0.01109573  0.        ]
  [ 1.          0.10482513 -0.6666667   0.01253239  0.        ]
  [ 1.          0.36937556 -0.33333334 -0.00707844  0.        ]
  [ 1.          0.533361   -0.6666667   0.02278333  0.        ]]]",[4]
80,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.08618818 -0.33333334 -0.01065523  0.        ]
  [ 1.          0.10987487 -0.6666667   0.01275692  0.        ]
  [ 1.          0.36605713 -0.2604017  -0.02174713  0.08333738]
  [ 1.          0.5423976  -0.6666667   0.02230229  0.        ]]]",[4]
81,"[[[ 1.          1.          0.6666667   0.25        0.        ]
  [ 1.          0.08193764 -0.33333334 -0.00604732  0.        ]
  [ 1.          0.11501024 -0.6666667   0.01295575  0.        ]
  [ 1.          0.36181647 -0.01950256 -0.00556036  0.00842605]
  [ 1.          0.5512408  -0.6666667   0.02181528  0.        ]]]",[4]
82,"[[[ 1.00000000e+00  1.00000000e+00  6.66666687e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  8.12634155e-02 -3.33333343e-01  4.00007097e-03
    0.00000000e+00]
  [ 1.00000000e+00  1.20221324e-01 -6.66666687e-01  1.31311575e-02
    0.00000000e+00]
  [ 1.00000000e+00  3.60041589e-01 -1.25689583e-03 -3.08617437e-03
    5.45512477e-04]
  [ 1.00000000e+00  5.59888303e-01 -6.66666687e-01  2.13232785e-02
    0.00000000e+00]]]",[4]
83,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.3981246e-02 -3.3333334e-01  1.0370227e-02
    0.0000000e+00]
  [ 1.0000000e+00  1.2549907e-01 -6.6666669e-01  1.3285033e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5908377e-01 -7.9643360e-05 -1.4713615e-03
    3.4646651e-05]
  [ 1.0000000e+00  5.6833839e-01 -6.6666669e-01  2.0827273e-02
    0.0000000e+00]]]",[4]
84,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.8805817e-02 -3.3333334e-01  1.4185477e-02
    0.0000000e+00]
  [ 1.0000000e+00  1.3083513e-01 -6.6666669e-01  1.3419004e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5869196e-01 -4.9888367e-06 -3.1299362e-04
    2.1739734e-06]
  [ 1.0000000e+00  5.7658952e-01 -6.6666669e-01  2.0328278e-02
    0.0000000e+00]]]",[4]
85,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  9.4864853e-02 -3.3333334e-01  1.6326739e-02
    0.0000000e+00]
  [ 1.0000000e+00  1.3622178e-01 -6.6666669e-01  1.3534486e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5871348e-01 -3.0985009e-07  5.5906875e-04
    1.3520258e-07]
  [ 1.0000000e+00  5.8464074e-01 -6.6666669e-01  1.9827353e-02
    0.0000000e+00]]]",[4]
86,"[[[ 1.00000000e+00  1.00000000e+00  6.66666687e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.01595409e-01 -3.33333343e-01  1.74117275e-02
    0.00000000e+00]
  [ 1.00000000e+00  1.41651824e-01 -6.66666687e-01  1.36327315e-02
    0.00000000e+00]
  [ 1.00000000e+00  3.59052271e-01 -1.91173850e-08  1.25046179e-03
    8.35093417e-09]
  [ 1.00000000e+00  5.92491388e-01 -6.66666687e-01  1.93255916e-02
    0.00000000e+00]]]",[4]
87,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.0864552e-01 -3.3333334e-01  1.7845269e-02
    0.0000000e+00]
  [ 1.0000000e+00  1.4711855e-01 -6.6666669e-01  1.3714859e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5964757e-01 -1.1731481e-09  1.8264177e-03
    5.1293769e-10]
  [ 1.0000000e+00  6.0014141e-01 -6.6666669e-01  1.8824125e-02
    0.0000000e+00]]]",[4]
88,"[[[ 1.0000000e+00  1.0000000e+00  6.6666669e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1579927e-01 -3.3333334e-01  1.7882153e-02
    0.0000000e+00]
  [ 1.0000000e+00  1.5261570e-01 -6.6666669e-01  1.3781882e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.6046016e-01 -7.1657680e-11  2.3270813e-03
    3.1356917e-11]
  [ 1.0000000e+00  6.0759097e-01 -6.6666669e-01  1.8324113e-02
    0.0000000e+00]]]",[4]
89,"[[[ 1.00000000e+00  1.00000000e+00  6.66666687e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.22925505e-01 -3.33333343e-01  1.76790208e-02
    0.00000000e+00]
  [ 1.00000000e+00  1.58137336e-01 -6.66666687e-01  1.38347233e-02
    0.00000000e+00]
  [ 1.00000000e+00  3.61464351e-01 -4.35884662e-12  2.77717155e-03
    1.90891747e-12]
  [ 1.00000000e+00  6.14840925e-01 -6.66666687e-01  1.78267285e-02
    0.00000000e+00]]]",[4]
90,"[[[ 1.          0.7642337   0.33333334  0.3125      0.        ]
  [ 1.          0.12472422  0.         -0.0387224   0.        ]
  [ 1.          0.2350714  -0.33333334 -0.04005747  0.        ]
  [ 1.          0.35669667  0.         -0.01516905  0.        ]
  [ 1.          0.469634    0.33333334 -0.03405632  0.        ]]]",[4]
91,"[[[ 1.          0.8772584   0.33333334  0.25823045  0.        ]
  [ 1.          0.11776493  0.         -0.0034477   0.        ]
  [ 1.          0.23016444 -0.33333334  0.0092477   0.        ]
  [ 1.          0.35770202  0.          0.01204261  0.        ]
  [ 1.          0.4672921   0.33333334  0.01616379  0.        ]]]",[4]
92,"[[[ 1.          0.9789736   0.33333334  0.25108385  0.        ]
  [ 1.          0.11423621  0.2994372  -0.0028353   0.01469195]
  [ 1.          0.2348853  -0.33333334  0.01321597  0.        ]
  [ 1.          0.36152136  0.          0.00481194  0.        ]
  [ 1.          0.4748599   0.33333334  0.02056498  0.        ]]]",[4]
93,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50142723e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.14007436e-01  3.31228822e-01  1.65486406e-03
    9.21493338e-04]
  [ 1.00000000e+00  2.40028024e-01 -3.33333343e-01  1.21421348e-02
    0.00000000e+00]
  [ 1.00000000e+00  3.62228781e-01  0.00000000e+00 -2.22923490e-03
    0.00000000e+00]
  [ 1.00000000e+00  4.82977808e-01  3.33333343e-01  1.96824316e-02
    0.00000000e+00]]]",[4]
94,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5001881e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1501861e-01  3.3320573e-01  3.5973883e-03
    5.6011377e-05]
  [ 1.0000000e+00  2.4468760e-01 -3.3333334e-01  1.0975138e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.6057261e-01  0.0000000e+00 -6.5179570e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.9066877e-01  3.3333334e-01  1.8596154e-02
    0.0000000e+00]]]",[4]
95,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1665339e-01  3.3332568e-01  4.7121053e-03
    3.3609465e-06]
  [ 1.0000000e+00  2.4893582e-01 -3.3333334e-01  1.0153093e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5754856e-01  0.0000000e+00 -8.8078519e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.9797097e-01  3.3333334e-01  1.7801579e-02
    0.0000000e+00]]]",[4]
96,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000033e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1866163e-01  3.3333287e-01  5.4274569e-03
    2.0006583e-07]
  [ 1.0000000e+00  2.5290161e-01 -3.3333334e-01  9.5999679e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.5382903e-01  0.0000000e+00 -9.8414533e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0499690e-01  3.3333334e-01  1.7249659e-02
    0.0000000e+00]]]",[4]
97,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50000030e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.20918475e-01  3.33333313e-01  5.93420910e-03
    1.18449721e-08]
  [ 1.00000000e+00  2.56676674e-01 -3.33333343e-01  9.22145229e-03
    0.00000000e+00]
  [ 1.00000000e+00  3.49830568e-01  0.00000000e+00 -1.01122493e-02
    0.00000000e+00]
  [ 1.00000000e+00  5.11830270e-01  3.33333343e-01  1.68595649e-02
    0.00000000e+00]]]",[4]
98,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.23357736e-01  3.33333343e-01  6.32740464e-03
    6.98478830e-10]
  [ 1.00000000e+00  2.60319412e-01 -3.33333343e-01  8.95171706e-03
    0.00000000e+00]
  [ 1.00000000e+00  3.45803499e-01  0.00000000e+00 -9.93416365e-03
    0.00000000e+00]
  [ 1.00000000e+00  5.18525600e-01  3.33333343e-01  1.65727250e-02
    0.00000000e+00]]]",[4]
99,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.2594280e-01  3.3333334e-01  6.6555664e-03
    4.1055381e-11]
  [ 1.0000000e+00  2.6386592e-01 -3.3333334e-01  8.7481719e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4189266e-01  0.0000000e+00 -9.5062163e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.2511758e-01  3.3333334e-01  1.6350826e-02
    0.0000000e+00]]]",[4]
100,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.2865213e-01  3.3333334e-01  6.9435928e-03
    2.4065194e-12]
  [ 1.0000000e+00  2.6733795e-01 -3.3333334e-01  8.5836891e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.3817604e-01  0.0000000e+00 -8.9538628e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.3162789e-01  3.3333334e-01  1.6169500e-02
    0.0000000e+00]]]",[4]
101,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.3147204e-01  3.3333334e-01  7.2043627e-03
    1.4077628e-13]
  [ 1.0000000e+00  2.7074811e-01 -3.3333334e-01  8.4411316e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.3468974e-01  0.0000000e+00 -8.3549060e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.3807008e-01  3.3333334e-01  1.6013470e-02
    0.0000000e+00]]]",[4]
102,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.3439281e-01  3.3333334e-01  7.4446844e-03
    8.2156504e-15]
  [ 1.0000000e+00  2.7410331e-01 -3.3333334e-01  8.3098048e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.3144411e-01  0.0000000e+00 -7.7561145e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.4445267e-01  3.3333334e-01  1.5873305e-02
    0.0000000e+00]]]",[4]
103,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.3740696e-01  3.3333334e-01  7.6683313e-03
    4.4408921e-16]
  [ 1.0000000e+00  2.7740690e-01 -3.3333334e-01  8.1831785e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.2843432e-01  0.0000000e+00 -7.1841143e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.5078089e-01  3.3333334e-01  1.5743257e-02
    0.0000000e+00]]]",[4]
104,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.1405082   0.33333334  0.00787756  0.        ]
  [ 1.          0.28066006 -0.33333334  0.00805742  0.        ]
  [ 1.          0.32564715  0.         -0.0066526   0.        ]
  [ 1.          0.5570583   0.33333334  0.01561988  0.        ]]]",[4]
105,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.14369103  0.33333334  0.00807389  0.        ]
  [ 1.          0.28386277 -0.33333334  0.00793043  0.        ]
  [ 1.          0.32306528  0.         -0.00616711  0.        ]
  [ 1.          0.56328714  0.33333334  0.01550116  0.        ]]]",[4]
106,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.14695048  0.33333334  0.00825844  0.        ]
  [ 1.          0.28701434 -0.33333334  0.00780124  0.        ]
  [ 1.          0.32067013  0.         -0.00572821  0.        ]
  [ 1.          0.56946903  0.33333334  0.0153859   0.        ]]]",[4]
107,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.15028198  0.33333334  0.00843211  0.        ]
  [ 1.          0.29011387 -0.33333334  0.0076696   0.        ]
  [ 1.          0.31844336  0.         -0.00533356  0.        ]
  [ 1.          0.57560533  0.33333334  0.01527345  0.        ]]]",[4]
108,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.15368131  0.33333334  0.00859571  0.        ]
  [ 1.          0.29316032 -0.33333334  0.00753569  0.        ]
  [ 1.          0.31636783  0.         -0.00497924  0.        ]
  [ 1.          0.58169705  0.33333334  0.01516342  0.        ]]]",[4]
109,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.15714456  0.33333334  0.00874994  0.        ]
  [ 1.          0.29615295 -0.33333334  0.00739998  0.        ]
  [ 1.          0.31442818  0.         -0.00466062  0.        ]
  [ 1.          0.5877451   0.33333334  0.0150556   0.        ]]]",[4]
110,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.16066808  0.33333334  0.00889543  0.        ]
  [ 1.          0.29909107 -0.33333334  0.00726309  0.        ]
  [ 1.          0.3126109   0.         -0.00437288  0.        ]
  [ 1.          0.59094644  0.         -0.00212294  0.        ]]]",[4]
111,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.16424848  0.33333334  0.00903278  0.        ]
  [ 1.          0.30197433 -0.33333334  0.00712573  0.        ]
  [ 1.          0.31090435  0.         -0.00411131  0.        ]
  [ 1.          0.59010834  0.         -0.00205225  0.        ]]]",[4]
112,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.16788259  0.33333334  0.00916251  0.        ]
  [ 1.          0.30480266 -0.33333334  0.00698863  0.        ]
  [ 1.          0.3092988   0.         -0.00387152  0.        ]
  [ 1.          0.5892998   0.         -0.00197338  0.        ]]]",[4]
113,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.17156743  0.33333334  0.00928512  0.        ]
  [ 1.          0.3075763  -0.33333334  0.00685254  0.        ]
  [ 1.          0.30778626  0.         -0.0036495   0.        ]
  [ 1.          0.5885243   0.         -0.00188492  0.        ]]]",[4]
114,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.17530023  0.33333334  0.00940104  0.        ]
  [ 1.          0.3063601   0.         -0.00344167  0.        ]
  [ 1.          0.31029573 -0.33333334  0.00671816  0.        ]
  [ 1.          0.5877858   0.         -0.00178595  0.        ]]]",[4]
115,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.17907839  0.33333334  0.0095107   0.        ]
  [ 1.          0.30501524  0.         -0.00324489  0.        ]
  [ 1.          0.3129618  -0.33333334  0.00658618  0.        ]
  [ 1.          0.58708864  0.         -0.00167595  0.        ]]]",[4]
116,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.18289945  0.33333334  0.00961446  0.        ]
  [ 1.          0.30374765  0.         -0.00305644  0.        ]
  [ 1.          0.3155755  -0.33333334  0.00645722  0.        ]
  [ 1.          0.5864373   0.         -0.00155474  0.        ]]]",[4]
117,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.18676113  0.33333334  0.00971267  0.        ]
  [ 1.          0.30255443  0.         -0.002874    0.        ]
  [ 1.          0.31813824 -0.33333334  0.00633186  0.        ]
  [ 1.          0.58583623  0.         -0.00142239  0.        ]]]",[4]
118,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.19066122  0.33333334  0.00980564  0.        ]
  [ 1.          0.30143347  0.         -0.00269559  0.        ]
  [ 1.          0.32065144 -0.33333334  0.00621063  0.        ]
  [ 1.          0.58528984  0.         -0.0012792   0.        ]]]",[4]
119,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.19459772  0.33333334  0.00989366  0.        ]
  [ 1.          0.30038345  0.         -0.0025196   0.        ]
  [ 1.          0.32311687 -0.33333334  0.00609399  0.        ]
  [ 1.          0.58480245  0.         -0.00112564  0.        ]]]",[4]
120,"[[[ 1.          0.7631961   0.6666667   0.3125      0.        ]
  [ 1.          0.11188488 -0.33333334 -0.02582614  0.        ]
  [ 1.          0.24023491 -0.6666667  -0.03502264  0.        ]
  [ 1.          0.36103567 -0.6666667  -0.02768773  0.        ]
  [ 1.          0.48656267  0.         -0.03447314  0.        ]]]",[4]
